Industry,Pre_Emp_Direct,Pre_Emp_Indirect,Pre_Emp_Induced,Pre_Emp_Total,Post_Emp_Direct,Post_Emp_Indirect,Post_Emp_Induced,Post_Emp_Total,Change_Employment,PctChange_Employment,Pre_Out_Direct,Pre_Out_Indirect,Pre_Out_Induced,Pre_Out_Total,Post_Out_Direct,Post_Out_Indirect,Post_Out_Induced,Post_Out_Total,Change_Output,PctChange_Output
285 - Fluid power pump and motor manufacturing,0.0,60.51,22.76,83.26,0.0,61.72,22.49,84.21,0.9499999999999886,1.1410040835935487,0.0,35726239.75,13437600.3,49163840.04,0.0,36442409.08,13281713.72,49724122.8,560282.7599999979,1.1396236737084582
"286 - Scales, balances, and miscellaneous general purpose machinery manufacturing",0.0,21.36,8.68,30.04,0.0,21.79,8.58,30.37,0.33000000000000185,1.0985352862849596,0.0,7500448.82,3047659.43,10548108.25,0.0,7650803.06,3011986.49,10662789.54,114681.2899999991,1.087221398206632
287 - Electronic computer manufacturing,0.0,5.52,47.97,53.49,0.0,5.64,47.4,53.04,-0.45000000000000284,-0.8412787436904147,0.0,11047658.47,95913300.21,106960958.69,0.0,11269120.19,94789400.96,106058521.14,-902437.549999997,-0.8437074247020261
288 - Computer storage device manufacturing,0.0,0.67,22.11,22.78,0.0,0.68,21.85,22.53,-0.25,-1.0974539069359086,0.0,556027.72,18459131.6,19015159.33,0.0,567173.87,18242742.88,18809916.76,-205242.56999999657,-1.079362872738004
289 - Computer terminals and other computer peripheral equipment manufacturing,0.0,34.0,47.65,81.65,0.0,34.68,47.09,81.77,0.11999999999999034,0.14696876913654663,0.0,23242673.34,32571887.19,55814560.53,0.0,23708596.7,32192258.78,55900855.48,86294.94999999553,0.15461010385204502
29 - Other nonmetallic mineral mining and quarrying,0.0,39.03,52.1,91.12,0.0,39.81,51.49,91.3,0.1799999999999926,0.19754170324845544,0.0,13895135.34,18549306.78,32444442.12,0.0,14173677.66,18331593.28,32505270.94,60828.8200000003,0.18748610247332032
290 - Telephone apparatus manufacturing,0.0,12.82,17.56,30.38,0.0,13.08,17.35,30.43,0.05000000000000071,0.1645819618169872,0.0,9374135.29,12834495.59,22208630.88,0.0,9562049.5,12683915.92,22245965.42,37334.54000000283,0.16810824675205208
291 - Broadcast and wireless communications equipment manufacturing,0.0,17.36,29.78,47.13,0.0,17.7,29.43,47.13,0.0,0.0,0.0,11811144.01,20262384.62,32073528.64,0.0,12047910.58,20025819.58,32073730.16,201.51999999955297,0.000628306296639374
292 - Other communications equipment manufacturing,0.0,101.44,50.33,151.78,0.0,103.48,49.75,153.22,1.4399999999999977,0.9487415996837513,0.0,54066533.59,26825692.59,80892226.18,0.0,55150353.03,26513321.89,81663674.92,771448.7399999946,0.9536747552025333
293 - Audio and video equipment manufacturing,0.0,1.72,106.71,108.43,0.0,1.75,105.45,107.21,-1.220000000000013,-1.1251498662731836,0.0,1415741.55,87922090.13,89337831.68,0.0,1444121.55,86887270.49,88331392.03,-1006439.650000006,-1.126554821259801
294 - Printed circuit assembly (electronic assembly) manufacturing,0.0,156.69,166.82,323.52,0.0,159.84,164.87,324.71,1.1899999999999977,0.367828882294757,0.0,89450531.7,95233810.74,184684342.44,0.0,91243659.89,94119497.08,185363156.97,678814.5300000012,0.36755391444216967
295 - Bare printed circuit board manufacturing,0.0,76.75,106.05,182.8,0.0,78.29,104.81,183.1,0.29999999999998295,0.16411378555797754,0.0,24417015.58,33739679.98,58156695.56,0.0,24906479.85,33344765.11,58251244.96,94549.39999999851,0.16257698118775046
296 - Semiconductor and related device manufacturing,0.0,548.28,1004.75,1553.03,0.0,559.27,992.95,1552.22,-0.8099999999999454,-0.052156107737773606,0.0,668105033.22,1224348815.15,1892453848.37,0.0,681497887.86,1209966310.34,1891464198.19,-989650.1799998283,-0.052294547676934346
"297 - Capacitor, resistor, coil, transformer, and other inductor manufacturing",0.0,32.75,57.12,89.88,0.0,33.41,56.46,89.87,-0.009999999999990905,-0.011125945705374838,0.0,9211907.62,16067137.22,25279044.84,0.0,9396569.81,15879346.74,25275916.56,-3128.280000001192,-0.012374992883636153
298 - Electronic connector manufacturing,0.0,69.63,68.09,137.71,0.0,71.02,67.3,138.32,0.6099999999999852,0.4429598431486349,0.0,36173492.74,35375027.63,71548520.37,0.0,36898627.72,34963388.53,71862016.25,313495.87999999523,0.43815843902684354
299 - Other electronic component manufacturing,0.0,196.12,227.14,423.26,0.0,200.05,224.49,424.54,1.2800000000000296,0.3024145915040471,0.0,72108040.67,83513902.53,155621943.2,0.0,73553520.73,82538707.89,156092228.62,470285.4200000167,0.30219737032561145
3 - Vegetable and melon farming,0.0,8.31,1915.46,1923.77,0.0,8.47,1892.77,1901.25,-22.519999999999982,-1.1706181092334313,0.0,1770864.52,408262392.05,410033256.57,0.0,1806363.33,403426723.08,405233086.41,-4800170.159999967,-1.1706782518457723
30 - Drilling oil and gas wells,0.0,0.63,0.14,0.77,0.0,0.64,0.14,0.78,0.010000000000000009,1.2987012987012998,0.0,139635.06,30409.42,170044.48,0.0,142434.19,30051.46,172485.64,2441.1600000000035,1.4356008498482298
300 - Electromedical and electrotherapeutic apparatus manufacturing,0.0,0.14,61.15,61.29,0.0,0.14,60.43,60.57,-0.7199999999999989,-1.1747430249632875,0.0,71974.28,31338492.73,31410467.01,0.0,73417.08,30969700.02,31043117.11,-367349.90000000224,-1.1695142892432984
"301 - Search, detection, and navigation instruments manufacturing",0.0,3.41,12.63,16.04,0.0,3.48,12.5,15.97,-0.06999999999999851,-0.4364089775561004,0.0,1934104.43,7164592.35,9098696.78,0.0,1972875.55,7088465.02,9061340.57,-37356.20999999903,-0.4105665998466105
302 - Automatic environmental control manufacturing,0.0,28.36,27.23,55.59,0.0,28.93,26.91,55.84,0.25,0.4497211728728188,0.0,8876777.42,8523142.8,17399920.22,0.0,9054721.58,8423747.59,17478469.17,78548.95000000298,0.45143281697186416
303 - Industrial process variable instruments manufacturing,0.0,71.15,35.95,107.1,0.0,72.57,35.53,108.11,1.0100000000000051,0.9430438842203596,0.0,28064865.2,14182238.45,42247103.66,0.0,28627454.38,14016215.0,42643669.38,396565.72000000626,0.9386814376472365
304 - Totalizing fluid meter and counting device manufacturing,0.0,19.56,16.23,35.79,0.0,19.96,16.03,35.99,0.20000000000000284,0.5588153115395442,0.0,10387515.85,8615158.22,19002674.07,0.0,10595744.32,8514203.78,19109948.1,107274.03000000119,0.5645207069533303
305 - Electricity and signal testing instruments manufacturing,0.0,4.14,5.11,9.24,0.0,4.22,5.05,9.27,0.02999999999999936,0.32467532467531773,0.0,2264938.42,2796392.42,5061330.84,0.0,2310341.45,2763805.47,5074146.92,12816.080000000075,0.2532156147295061
306 - Analytical laboratory instrument manufacturing,0.0,6.72,16.51,23.23,0.0,6.85,16.32,23.17,-0.05999999999999872,-0.2582866982350354,0.0,3171694.85,7795146.04,10966840.89,0.0,3235274.75,7704272.25,10939547.0,-27293.890000000596,-0.24887650211911297
307 - Irradiation apparatus manufacturing,0.0,0.01,1.85,1.86,0.0,0.01,1.83,1.84,-0.020000000000000018,-1.0752688172043021,0.0,8112.23,1583082.37,1591194.59,0.0,8274.84,1564631.09,1572905.93,-18288.66000000015,-1.1493666528868822
"308 - Watch, clock, and other measuring and controlling device manufacturing",0.0,6.26,72.59,78.85,0.0,6.38,71.77,78.15,-0.6999999999999886,-0.8877615726062,0.0,4127911.21,47892027.2,52019938.41,0.0,4210659.45,47350357.3,51561016.75,-458921.6599999964,-0.8822033897521419
309 - Manufacturing and reproducing magnetic and optical media,0.0,36.31,57.26,93.58,0.0,37.04,56.6,93.64,0.060000000000002274,0.06411626415901077,0.0,30479110.72,48065048.54,78544159.26,0.0,31090095.94,47509014.47,78599110.41,54951.14999999106,0.06996210859943076
31 - Support activities for oil and gas operations,0.0,138.36,29.3,167.66,0.0,141.13,28.96,170.09,2.430000000000007,1.4493618036502487,0.0,46158065.9,9775339.55,55933405.46,0.0,47083351.95,9660151.92,56743503.88,810098.4200000018,1.4483266544164426
310 - Electric lamp bulb and part manufacturing,0.0,9.56,33.17,42.72,0.0,9.75,32.77,42.52,-0.19999999999999574,-0.4681647940074807,0.0,4749795.2,16483190.78,21232985.98,0.0,4845009.75,16288857.9,21133867.65,-99118.33000000194,-0.46681295835340597
311 - Lighting fixture manufacturing,0.0,75.99,106.58,182.58,0.0,77.52,105.34,182.85,0.2699999999999818,0.14788038120275046,0.0,32951569.56,46215702.94,79167272.5,0.0,33612117.76,45675185.24,79287303.0,120030.5,0.15161631342042256
312 - Small electrical appliance manufacturing,0.0,2.7,95.03,97.72,0.0,2.75,93.91,96.66,-1.0600000000000023,-1.084731887024153,0.0,1860507.91,65592528.38,67453036.29,0.0,1897803.71,64819023.83,66716827.54,-736208.7500000075,-1.0914390077784406
313 - Major household appliance manufacturing,0.0,43.77,264.15,307.92,0.0,44.65,261.07,305.71,-2.2100000000000364,-0.7177188880228749,0.0,26186303.43,158040117.3,184226420.73,0.0,26711234.9,156197184.98,182908419.88,-1318000.849999994,-0.7154244460579517
"314 - Power, distribution, and specialty transformer manufacturing",0.0,1.75,3.71,5.46,0.0,1.79,3.66,5.45,-0.009999999999999787,-0.18315018315017925,0.0,746029.63,1578028.9,2324058.53,0.0,760984.56,1559809.18,2320793.75,-3264.779999999795,-0.14047752919543707
315 - Motor and generator manufacturing,0.0,120.24,37.19,157.43,0.0,122.65,36.76,159.41,1.9799999999999898,1.2577018357365113,0.0,67395617.45,20847890.02,88243507.47,0.0,68746632.13,20604827.04,89351459.16,1107951.6899999976,1.2555617084652557
316 - Switchgear and switchboard apparatus manufacturing,0.0,30.3,19.98,50.28,0.0,30.91,19.75,50.65,0.36999999999999744,0.7358790771678548,0.0,15121038.84,9972173.82,25093212.66,0.0,15424155.66,9855745.52,25279901.18,186688.51999999955,0.7439801452668976
317 - Relay and industrial control manufacturing,0.0,60.86,51.03,111.89,0.0,62.08,50.43,112.51,0.6200000000000045,0.5541156492984222,0.0,25399782.3,21296046.54,46695828.83,0.0,25908947.14,21046093.07,46955040.21,259211.38000000268,0.5551060694172129
318 - Battery manufacturing,0.0,116.31,407.25,523.56,0.0,118.64,402.44,521.08,-2.4799999999999045,-0.4736801894720576,0.0,81028630.59,283723073.53,364751704.12,0.0,82652933.08,280370659.27,363023592.35,-1728111.769999981,-0.47377757265568465
319 - Fiber optic cable manufacturing,0.0,43.24,45.9,89.14,0.0,44.11,45.36,89.47,0.3299999999999983,0.3702041732106779,0.0,26180986.95,27787617.98,53968604.93,0.0,26705811.84,27462611.4,54168423.25,199818.3200000003,0.3702491851682561
32 - Metal mining services,0.0,32.29,8.46,40.75,0.0,32.94,8.36,41.3,0.5499999999999972,1.3496932515337354,0.0,10932139.7,2864081.79,13796221.49,0.0,11151285.72,2830605.09,13981890.81,185669.3200000003,1.3457983414848778
320 - Other communication and energy wire manufacturing,0.0,55.08,32.22,87.3,0.0,56.18,31.84,88.02,0.7199999999999989,0.824742268041236,0.0,41681851.31,24382507.43,66064358.74,0.0,42517407.02,24096377.46,66613784.48,549425.7399999946,0.8316522713287666
321 - Wiring device manufacturing,0.0,137.4,88.82,226.21,0.0,140.15,87.78,227.93,1.7199999999999989,0.760355421953052,0.0,75217345.1,48621684.73,123839029.83,0.0,76725154.38,48054622.15,124779776.53,940746.700000003,0.7596528342408793
322 - Carbon and graphite product manufacturing,0.0,62.39,51.61,114.0,0.0,63.64,51.0,114.65,0.6500000000000057,0.5701754385964962,0.0,30107031.62,24901815.23,55008846.85,0.0,30710558.12,24611906.55,55322464.67,313617.8200000003,0.570122512939026
323 - All other miscellaneous electrical equipment and component manufacturing,0.0,16.44,11.29,27.73,0.0,16.77,11.16,27.93,0.1999999999999993,0.7212405337179923,0.0,8150949.85,5595998.29,13746948.14,0.0,8314344.05,5530517.73,13844861.77,97913.62999999896,0.7122572152221631
324 - Automobile and light duty motor vehicle manufacturing,0.0,50.72,519.28,570.0,0.0,51.74,513.32,565.05,-4.9500000000000455,-0.8684210526315869,0.0,111168043.81,1138149953.55,1249317997.36,0.0,113396521.93,1125075039.88,1238471561.8,-10846435.559999943,-0.8681885302957391
325 - Heavy duty truck manufacturing,0.0,1.57,1.85,3.42,0.0,1.6,1.83,3.43,0.010000000000000231,0.2923976608187202,0.0,1651233.7,1944164.03,3595397.73,0.0,1684334.38,1922051.6,3606385.98,10988.25,0.3056198736599859
326 - Motor vehicle body manufacturing,0.0,37.49,24.59,62.07,0.0,38.24,24.3,62.54,0.46999999999999886,0.757209602062186,0.0,17132634.86,11235601.19,28368236.05,0.0,17476076.2,11105882.49,28581958.69,213722.6400000006,0.7533871320843039
327 - Truck trailer manufacturing,0.0,3.08,1.03,4.11,0.0,3.14,1.02,4.16,0.04999999999999982,1.2165450121654457,0.0,1418265.3,474753.9,1893019.2,0.0,1446695.89,469255.44,1915951.34,22932.14000000013,1.2114055684168512
328 - Motor home manufacturing,0.0,0.17,213.58,213.75,0.0,0.17,211.25,211.42,-2.3300000000000125,-1.0900584795321695,0.0,86062.1,110779957.25,110866019.34,0.0,87787.3,109570259.52,109658046.82,-1207972.5200000107,-1.0895786889357353
329 - Travel trailer and camper manufacturing,0.0,24.37,441.96,466.33,0.0,24.86,437.14,462.0,-4.329999999999984,-0.9285270087706098,0.0,10890134.49,197479199.17,208369333.65,0.0,11108438.47,195325796.8,206434235.27,-1935098.3799999952,-0.9286867439190447
33 - Other nonmetallic minerals services,0.0,0.26,0.19,0.45,0.0,0.26,0.19,0.45,0.0,0.0,0.0,79553.48,58887.96,138441.44,0.0,81148.21,58196.99,139345.2,903.7600000000093,0.6528103145994504
330 - Motor vehicle gasoline engine and engine parts manufacturing,0.0,2464.43,259.85,2724.27,0.0,2513.83,256.82,2770.65,46.38000000000011,1.7024744243412038,0.0,2012407134.51,212184926.62,2224592061.13,0.0,2052747911.59,209716378.39,2262464289.98,37872228.849999905,1.7024347749745359
331 - Motor vehicle electrical and electronic equipment manufacturing,0.0,542.87,303.44,846.32,0.0,553.76,299.89,853.64,7.319999999999936,0.86492107004442,0.0,326449865.59,182470238.0,508920103.6,0.0,332993889.93,180332482.99,513326372.92,4406269.319999993,0.8658076756706832
332 - Motor vehicle transmission and power train parts manufacturing,0.0,674.23,315.67,989.9,0.0,687.74,312.0,999.74,9.840000000000032,0.9940398020002054,0.0,505393092.92,236625038.52,742018131.44,0.0,515524218.85,233869077.82,749393296.67,7375165.2299999,0.9939332905096618
333 - Motor vehicle seating and interior trim manufacturing,0.0,136.4,144.72,281.12,0.0,139.14,143.05,282.19,1.0699999999999932,0.38062037564029355,0.0,69715261.19,73965710.66,143680971.85,0.0,71112775.52,73114344.75,144227120.27,546148.4200000167,0.3801118637826201
334 - Motor vehicle metal stamping,0.0,140.56,182.88,323.44,0.0,143.38,180.77,324.15,0.7099999999999795,0.21951521147661993,0.0,66235355.14,86173083.66,152408438.8,0.0,67563111.16,85180331.05,152743442.21,335003.4099999964,0.21980633922745516
335 - Other motor vehicle parts manufacturing,0.0,3612.49,697.19,4309.68,0.0,3684.9,689.04,4373.95,64.26999999999953,1.4912940171892002,0.0,2086375353.75,402658425.37,2489033779.11,0.0,2128198900.1,397952694.61,2526151594.71,37117815.599999905,1.49125399227294
"336 - Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",0.0,1542.01,205.34,1747.35,0.0,1572.93,202.94,1775.87,28.519999999999982,1.632185881477665,0.0,988279077.73,131601407.61,1119880485.34,0.0,1008090151.39,130065253.22,1138155404.61,18274919.26999998,1.631863355887628
337 - Aircraft manufacturing,0.0,54.39,15.11,69.51,0.0,55.48,14.95,70.43,0.9200000000000017,1.3235505682635615,0.0,33172506.37,9216935.65,42389442.02,0.0,33837483.48,9114209.86,42951693.34,562251.3200000003,1.32639471813458
338 - Aircraft engine and engine parts manufacturing,0.0,51.7,8.22,59.92,0.0,52.73,8.12,60.86,0.9399999999999977,1.5687583444592752,0.0,39366055.1,6257743.6,45623798.7,0.0,40155188.29,6186530.42,46341718.7,717920.0,1.573564719414738
339 - Other aircraft parts and auxiliary equipment manufacturing,0.0,328.16,18.32,346.48,0.0,334.73,18.11,352.85,6.3700000000000045,1.838489956130225,0.0,122431682.68,6836582.7,129268265.38,0.0,124885952.07,6757749.73,131643701.8,2375436.420000002,1.8376021469903026
34 - Electric power generation - Hydroelectric,0.0,109.09,96.65,205.74,0.0,111.27,95.51,206.78,1.039999999999992,0.5054923690094254,0.0,137770794.16,122064918.58,259835712.75,0.0,140532551.86,120623270.71,261155822.57,1320109.8199999928,0.5080555732806952
340 - Guided missile and space vehicle manufacturing,0.0,0.21,0.52,0.73,0.0,0.21,0.51,0.73,0.0,0.0,0.0,149874.3,370094.42,519968.72,0.0,152878.69,365848.3,518726.99,-1241.7299999999814,-0.23880859602477272
341 - Propulsion units and parts for space vehicles and guided missiles manufacturing,0.0,1.56,1.12,2.68,0.0,1.59,1.1,2.7,0.020000000000000018,0.7462686567164185,0.0,751223.02,535967.15,1287190.17,0.0,766282.06,529737.68,1296019.74,8829.570000000065,0.6859569165292854
342 - Railroad rolling stock manufacturing,0.0,29.25,2.98,32.23,0.0,29.84,2.94,32.78,0.5500000000000043,1.7064846416382384,0.0,13504092.65,1373630.56,14877723.21,0.0,13774796.12,1357635.72,15132431.84,254708.62999999896,1.7120135010227748
343 - Ship building and repairing,0.0,21.52,68.29,89.81,0.0,21.95,67.53,89.49,-0.3200000000000074,-0.35630776082842375,0.0,7281491.75,23103660.43,30385152.18,0.0,7427456.77,22847506.77,30274963.54,-110188.6400000006,-0.3626397503203178
344 - Boat building,0.0,4.57,525.96,530.53,0.0,4.66,520.54,525.21,-5.319999999999936,-1.002770814091557,0.0,1766930.63,203310502.3,205077432.93,0.0,1802350.57,201216416.22,203018766.8,-2058666.1299999952,-1.0038482053277353
"345 - Motorcycle, bicycle, and parts manufacturing",0.0,11.84,112.33,124.17,0.0,12.07,110.97,123.04,-1.1299999999999955,-0.9100426834178912,0.0,5611469.46,53256878.86,58868348.32,0.0,5723957.15,52612843.12,58336800.28,-531548.0399999991,-0.902943695839026
"346 - Military armored vehicle, tank, and tank component manufacturing",0.0,3.95,10.53,14.48,0.0,4.03,10.41,14.44,-0.040000000000000924,-0.2762430939226583,0.0,2957953.84,7889573.39,10847527.23,0.0,3017249.08,7799273.57,10816522.65,-31004.580000000075,-0.28582163789599513
347 - All other transportation equipment manufacturing,0.0,13.3,120.69,133.99,0.0,13.57,119.37,132.93,-1.0600000000000023,-0.7911038137174432,0.0,9638162.49,87469538.15,97107700.64,0.0,9831369.4,86508408.01,96339777.41,-767923.2300000042,-0.7907954003018438
348 - Wood kitchen cabinet and countertop manufacturing,0.0,213.39,713.97,927.36,0.0,217.67,705.72,923.39,-3.9700000000000273,-0.42809696342305337,0.0,45713782.74,152948429.46,198662212.21,0.0,46630162.68,151181200.06,197811362.74,-850849.4699999988,-0.42828953756972704
349 - Upholstered household furniture manufacturing,0.0,0.69,567.77,568.46,0.0,0.71,561.34,562.05,-6.410000000000082,-1.127607923160835,0.0,153267.74,125621318.94,125774586.69,0.0,156340.15,124199855.97,124356196.13,-1418390.5600000024,-1.127724286223216
35 - Electric power generation - Fossil fuel,0.0,1014.02,898.42,1912.43,0.0,1034.34,887.81,1922.15,9.720000000000027,0.5082538968746583,0.0,1977401688.23,1751977823.34,3729379511.56,0.0,2017040745.03,1731286087.02,3748326832.04,18947320.48000002,0.5080555738902087
350 - Nonupholstered wood household furniture manufacturing,0.0,2.0,312.68,314.68,0.0,2.04,309.14,311.19,-3.490000000000009,-1.1090631752891855,0.0,436884.49,68163345.18,68600229.66,0.0,445642.29,67391830.82,67837473.1,-762756.5600000024,-1.1118863067666331
351 - Other household nonupholstered furniture manufacturing,0.0,0.29,98.41,98.7,0.0,0.29,97.3,97.59,-1.1099999999999994,-1.124620060790273,0.0,98827.81,33788840.72,33887668.53,0.0,100808.91,33406324.21,33507133.12,-380535.41000000015,-1.1229318112077276
352 - Institutional furniture manufacturing,0.0,1.59,4.44,6.03,0.0,1.62,4.38,6.01,-0.020000000000000462,-0.33167495854063783,0.0,409943.78,1144969.65,1554913.43,0.0,418161.52,1131634.76,1549796.28,-5117.149999999907,-0.32909549183068715
353 - Wood office furniture manufacturing,0.0,0.27,1.14,1.41,0.0,0.27,1.13,1.4,-0.010000000000000009,-0.7092198581560291,0.0,77290.83,328999.08,406289.91,0.0,78840.2,325230.28,404070.49,-2219.4199999999837,-0.5462651041469339
354 - Custom architectural woodwork and millwork,0.0,2.49,5.32,7.81,0.0,2.54,5.25,7.8,-0.009999999999999787,-0.12804097311139293,0.0,554430.95,1182965.37,1737396.32,0.0,565545.09,1169304.98,1734850.07,-2546.25,-0.14655550784175714
"355 - Office furniture, except wood, manufacturing",0.0,0.56,1.87,2.43,0.0,0.57,1.85,2.42,-0.010000000000000231,-0.4115226337448655,0.0,245499.05,817493.45,1062992.51,0.0,250420.33,808104.05,1058524.38,-4468.130000000121,-0.42033504074267847
"356 - Showcase, partition, shelving, and locker manufacturing",0.0,24.25,63.8,88.04,0.0,24.73,63.06,87.8,-0.2400000000000091,-0.272603362108143,0.0,7900791.71,20787494.82,28688286.54,0.0,8059171.23,20548169.03,28607340.26,-80946.27999999747,-0.2821579458471118
357 - Mattress manufacturing,0.0,0.86,246.61,247.47,0.0,0.88,243.79,244.67,-2.8000000000000114,-1.131450276801233,0.0,384524.26,110163041.6,110547565.86,0.0,392232.44,108905331.02,109297563.46,-1250002.400000006,-1.1307371539804303
358 - Blind and shade manufacturing,0.0,0.57,76.58,77.15,0.0,0.58,75.7,76.28,-0.8700000000000045,-1.1276733635774523,0.0,138853.07,18685050.29,18823903.37,0.0,141636.52,18471645.84,18613282.37,-210621.0,-1.1189018338017531
359 - Surgical and medical instrument manufacturing,0.0,12.87,365.08,377.95,0.0,13.12,360.82,373.95,-4.0,-1.0583410504034927,0.0,4774716.26,135477838.75,140252555.02,0.0,4870430.38,133896077.43,138766507.81,-1486047.2100000083,-1.0595509007219854
36 - Electric power generation - Nuclear,0.0,514.96,456.26,971.22,0.0,525.29,450.87,976.16,4.939999999999941,0.5086386194682915,0.0,600493896.16,532037570.0,1132531466.17,0.0,612531415.8,525753939.61,1138285355.41,5753889.24000001,0.5080555738957556
360 - Surgical appliance and supplies manufacturing,0.0,7.9,480.5,488.4,0.0,8.06,474.88,482.94,-5.4599999999999795,-1.1179361179361138,0.0,3237466.9,196896373.24,200133840.14,0.0,3302365.26,194591574.73,197893939.99,-2239900.149999976,-1.1192011048371904
361 - Dental equipment and supplies manufacturing,0.0,0.22,26.2,26.43,0.0,0.23,25.89,26.12,-0.3099999999999987,-1.172909572455538,0.0,77065.85,8986114.58,9063180.43,0.0,78610.71,8880312.23,8958922.94,-104257.49000000022,-1.1503411060304825
362 - Ophthalmic goods manufacturing,0.0,1.12,296.08,297.2,0.0,1.14,292.63,293.77,-3.430000000000007,-1.154104979811577,0.0,358232.35,94905639.58,95263871.93,0.0,365413.49,93798577.02,94163990.51,-1099881.4200000018,-1.154563002444616
363 - Dental laboratories,0.0,0.0,595.45,595.45,0.0,0.0,588.44,588.44,-7.009999999999991,-1.1772608951213352,0.0,218.9,85323513.0,85323731.9,0.0,223.29,84318370.22,84318593.51,-1005138.3900000006,-1.1780290988420778
364 - Jewelry and silverware manufacturing,0.0,4.21,330.08,334.29,0.0,4.3,326.43,330.73,-3.5600000000000023,-1.064943611834037,0.0,1278840.85,100154778.55,101433619.41,0.0,1304476.54,99047760.42,100352236.95,-1081382.4599999934,-1.0660986626425988
365 - Sporting and athletic goods manufacturing,0.0,1.65,395.09,396.74,0.0,1.68,390.57,392.25,-4.490000000000009,-1.1317235469072966,0.0,587921.69,140954173.03,141542094.72,0.0,599707.19,139340917.43,139940624.62,-1601470.099999994,-1.1314443969251962
"366 - Doll, toy, and game manufacturing",0.0,4.33,171.65,175.98,0.0,4.42,169.65,174.07,-1.9099999999999966,-1.0853506080236373,0.0,2352348.82,93288760.58,95641109.4,0.0,2399504.08,92202745.06,94602249.14,-1038860.2600000054,-1.086206827291367
367 - Office supplies (except paper) manufacturing,0.0,33.73,104.55,138.28,0.0,34.41,103.32,137.73,-0.5500000000000114,-0.39774370841771145,0.0,12940895.03,40106671.87,53047566.9,0.0,13200308.62,39635593.38,52835902.01,-211664.8900000006,-0.3990096103729135
368 - Sign manufacturing,0.0,148.04,185.77,333.81,0.0,151.01,183.6,334.62,0.8100000000000023,0.24265300620113306,0.0,28784300.44,36119035.78,64903336.23,0.0,29361311.44,35698131.88,65059443.32,156107.09000000358,0.240522443171183
"369 - Gasket, packing, and sealing device manufacturing",0.0,84.43,127.55,211.98,0.0,86.13,126.05,212.18,0.20000000000001705,0.09434852344561613,0.0,22037779.54,33290730.66,55328510.2,0.0,22479549.56,32900022.29,55379571.86,51061.659999996424,0.09228815273612123
37 - Electric power generation - Solar,0.0,225.04,199.38,424.42,0.0,229.55,197.03,426.58,2.159999999999968,0.5089298336553338,0.0,187606501.68,166219353.62,353825855.3,0.0,191367267.55,164256219.73,355623487.28,1797631.9799999595,0.5080555739703625
370 - Musical instrument manufacturing,0.0,4.78,63.67,68.46,0.0,4.88,62.93,67.81,-0.6499999999999915,-0.9494595384165812,0.0,931366.14,12394942.06,13326308.2,0.0,950036.33,12249313.01,13199349.34,-126958.8599999994,-0.9526934098672535
"371 - Fasteners, buttons, needles, and pins manufacturing",0.0,1.61,41.7,43.31,0.0,1.65,41.21,42.86,-0.45000000000000284,-1.039021011313791,0.0,409960.49,10597803.2,11007763.69,0.0,418178.57,10473280.67,10891459.24,-116304.44999999925,-1.056567467065595
"372 - Broom, brush, and mop manufacturing",0.0,11.07,64.39,75.46,0.0,11.29,63.64,74.93,-0.5299999999999869,-0.7023588656241544,0.0,3609754.96,20996220.03,24605974.99,0.0,3682116.22,20749861.34,24431977.56,-173997.4299999997,-0.7071348730164654
373 - Burial casket manufacturing,0.0,0.0,29.36,29.36,0.0,0.0,29.01,29.01,-0.34999999999999787,-1.1920980926430447,0.0,380.37,7244021.3,7244401.67,0.0,388.0,7158421.92,7158809.92,-85591.75,-1.1814881876918346
374 - All other miscellaneous manufacturing,0.0,59.95,599.16,659.11,0.0,61.15,592.13,653.29,-5.82000000000005,-0.8830089059489387,0.0,23067946.03,230537955.5,253605901.53,0.0,23530366.81,227834290.27,251364657.08,-2241244.449999988,-0.8837509050375402
375 - Wholesale - Motor vehicle and motor vehicle parts and supplies,0.0,8040.11,2420.72,10460.82,0.0,8201.28,2392.42,10593.71,132.88999999999942,1.2703593026168065,0.0,4344693400.28,1308099678.09,5652793078.37,0.0,4431787261.64,1292812270.97,5724599532.6,71806454.2300005,1.270282729873178
376 - Wholesale - Professional and commercial equipment and supplies,0.0,1779.61,8354.74,10134.36,0.0,1815.29,8256.81,10072.09,-62.27000000000044,-0.6144443260353928,0.0,577610066.07,2711706644.92,3289316710.99,0.0,589188855.73,2679918662.74,3269107518.47,-20209192.51999998,-0.6143887711535546
377 - Wholesale - Household appliances and electrical and electronic goods,0.0,1239.58,2429.09,3668.67,0.0,1264.43,2400.58,3665.0,-3.6700000000000728,-0.10003625291999751,0.0,1019001812.79,1996845928.06,3015847740.85,0.0,1039428755.37,1973410022.86,3012838778.22,-3008962.6300001144,-0.09977170230590139
"378 - Wholesale - Machinery, equipment, and supplies",0.0,5944.3,3288.86,9233.16,0.0,6063.46,3250.39,9313.85,80.69000000000051,0.8739153225981193,0.0,2025896143.51,1120887795.31,3146783938.82,0.0,2066507321.7,1107777249.87,3174284571.57,27500632.75,0.8739282163843873
